,id,name,summary
2470,38973,Beast Quest,"Embark on an epic action-adventure to save the Kingdom of Avantia from ruin. Overcome the dark magic that has corrupted the noble Beasts of the realm. Battle in the mythical world, tackling challenges through stunning landscapes and a plethora of side missions and objectives. Unlock new abilities and upgrades to successfully combat varied opponents. Based on the best-selling fantasy novels, Beast Quest comes to console for the first time ever, with a rich, progressive storyline, vibrant settings, and an excess of compelling challenges."
2471,38980,Asdivine Menace,"Taking place one hundred years after the events of the first chapter, Asdivine Menace sets the stage for an adventure of epic proportions. 
Criss-cross the galaxy visiting new worlds along with Izayoi, the deity of Asdivine and his band of spirit sidekicks in the follow-up to the recent, best-selling Asdivine Dios! 
A traditional, turn-based JRPG with enough content to satisfy even the hungriest of gamers out there! 
 
With plenty of quests and challenges to boot, Asdivine Menace comes jam-packed with a console-quality experience. 
Just be sure not get caught up in all the side-content and forget about saving the world! 
Plus, with the option to woo and pursue the ladies, how will your pick change the future of Asdivine?"
2472,38981,Asdivine Dios,"Welcome to the new Asdivine and get ready as a tale about divine encounters with mankind and mankind's encounters with the divine is about to unfold...

An Adventure of Divine Proportions!
Among the many worlds the deities have created, there is one world that abounds with life known as Asdivine. But when a spate of disturbances erupts across the globe and an ever spreading murk threatens to destroy it, Izayoi, the deity of Asdivine himself, takes up his cause to save the world he created with his own hands. Unfortunately, suffering from a loss of his own divine powers, is there any hope he can he succeed? Find out as the curtain raises on this adventure of divine proportions!"
2473,38982,Asdivine Cross,"After Harvey, a member of a band of outlaws known as the Watchers, is arrested while attempting to loot the chancellor's mansion, he finds himself locked up in the dungeon.
There, he strikes up a conversation with a young woman who appears to be in similar straits, but to his surprise, she tells him she is none other than the Princess of the very castle in which they are being held.
Not quite believing her tale, yet unable to leave her behind, Harvey assists her in escaping in an effort to find out if she is really not the impostor she is accused of being, or if he is just being taken for a ride..."
2474,38988,Alphadia Genesis 2,"While claiming to protect its citizens, the Empire has launched a ruthless campaign against the Atramian population—those said to be infected with black energi and whose existence they deem to be a threat to the world. Discover the true face of evil in this next chapter of the Alphadia series, a story filled with belief, sacrifice, revenge, and ultimately hope!"
2475,39009,Antiquia Lost,"Bine is a young man who lives in a small rural village. One day, he is asked by Lunaria, a girl who lives near the village, to go with her to the royal capital.

With more and more disappearances occurring, the rulers' reactions are mixed.
And there is a forgotten existence, too...

'Trusting hearts' become 'strength'.
This is just the start of the story..."
2476,39010,Illusion of L'Phalcia,"The Sword of Amal - a treasure said to grant any wish.
The hero of the story is Ryser, and he works as a seeker with his partner, Cougar, to find the Sword of Amal.
Everyone he meets along the way each have their own thoughts about the Sword."
2477,39034,Assassin's Creed: Origins - Deluxe Edition,"Over 50 E3 Awards & Nominations

ASSASSIN’S CREED® ORIGINS IS A NEW BEGINNING

Upgrade your game experience with the DELUXE EDITION, which includes the game and the Deluxe Pack. 

The Deluxe Pack includes: 
- The Ambush at Sea mission
- The Desert Cobra Pack (including 1 outfit, 2 legendary weapons, 1 legendary shield, and 1 mount)
- 3 Ability Points

Ancient Egypt, a land of majesty and intrigue, is disappearing in a ruthless fight for power. Unveil dark secrets and forgotten myths as you go back to the one founding moment: The Origins of the Assassin’s Brotherhood.

A COUNTRY TO DISCOVER
Explore this vast and unpredictable land. Within its beauty lies varied and deadly wildlife. 

A NEW STORY EVERY TIME YOU PLAY
Engage in multiple quests and gripping stories as you cross paths with strong and memorable characters. 

EMBRACE ACTION-RPG
Experience a completely new way to fight with many weapons and abilities against unique bosses."
2478,39045,Assassin's Creed: Origins - God's Edition,"Unveil forgotten myths of the mighty Egyptian Gods with the Assassin’s Creed® Origins – Gods Collector’s Edition. Featuring Bayek, a protector of Egypt whose personal story will lead to the creation of the Assassin’s Brotherhood, standing on the statue of Sekhmet, the lioness goddess. 
 
Gods Editions content: 
 
High-end: Bayek’s on Sekhmet Goddess statue (height 26cm) - By Ubicollectibles. 
 
Premium Egyptian Gods themed package. 
 
The Assassin’s Creed® Origins Standard Edition, the Digital Deluxe Pack and an additional mission. 
 
The game’s art book: Featuring the artworks from Ubisoft Montreal artists that lead to the creation of the game. 
 
The world map: Explore the Egypt of Assassin’s Creed® Origins with this hand-drawn artistic representation. 
 
The game’s official soundtrack."
2479,39046,Assassin's Creed: Origins - Dawn of the Creed Edition,The ultimate edition wasn't enough? Then take a look at the Dawn Collector Edition for Assassin's Creed Origins. This one has a ton of cool collectibles.
2480,39047,Assassin's Creed: Origins - Dawn of the Creed Legendary Edition,"Be among the firsts to dive into the Assassin’s Creed Origins universe with this never seen before Collector’s Edition. Featuring a 73cm high-end resin statue of Bayek, a protector of Egypt whose personal story will lead to the creation of the Assassin’s Brotherhood, and his eagle Senu, this exceptional Collector’s Edition is ready to be shipped exclusively on the Ubisoft Store with only 999 units Worldwide."
2481,39209,Color Zen,"Color Zen is a new kind of puzzle game. With simple, intuitive controls, the game invites you to relax and immerse yourself. There are no points or penalties for failure; just an abstract world of color to move through at your own pace. So put on your headphones and find your way, with Color Zen."
2482,39217,Dungeon Hunter 5,"Dungeon Hunter 5, stylised in the logo as Dungeon Hunter V, is a 2015 mobile hack and slash role-playing game developed and published by Gameloft. It was released on February 27, 2015 for iOS, Android and Windows Phone devices. The game serves as a direct sequel to Dungeon Hunter 4 which ended amidst the dying Valenthia city state. Dungeon Hunter 5 is an online game that requires an internet connection in order to play."
2483,39280,Prehistoric Isle 2,"Prehistoric Isle 2 is complete madness. You pick one of two available helicopters, and blast your way through six increasingly difficult stages. The only thing in your way are dinosaurs, which just so happen to have the ability to breath fire, shoot lasers, and want nothing more than to see you perish! It’s completely insane, and that’s what makes it so bloody great! It doesn’t hurt any that the game was developed by the same people who made the excellent Blazing Star and Pulstar so you know you’re in for a good time."
2484,39724,Minefield,"This is pretty simple game. It includes bombs, flags, and boxes. Do not detonate the bombs. Click boxes to open it. Put flags on the box if you believe there is a bomb there."
2485,39748,Tracks: The Train Set Game,"Jump into the ultimate toy sandbox and build the train set of your dreams! Create colourful railway systems, decorate beautiful towns, transport commuting passengers, and even ride your train in first-person."
2486,39752,Omega Strike,"Omega Strike is an action-adventure game with multiple playable characters. Explore the interconnected world, defeat monstrous enemies, search for hidden treasures and learn new abilities for your heroes.

Each character has unique abilities which you must utilize to overcome the deadly traps and enemies that roam the world of Omega Strike."
2487,39755,Gold Rush: The Game,"Become the gold miner. Work hard, dig deep, explore the world, and you’ll become the wealthiest man in Alaska. Use a variety of highly-detailed machines to find as much gold as you can."
2488,39960,Sorcer Striker,"Sorcer Striker, released in Japan as Mahou Daisakusen (魔法大作戦 ""Magic Armageddon""?) is a 1993 medieval-themed scrolling shooter arcade game developed and published by Raizing (now known as Eighting) , and later ported to the X68000 and FM-Towns computers and the EZweb mobile phones. It is the first game in the Mahou Daisakusen trilogy, which includes Kingdom Grandprix and Dimahoo."
2489,40237,Kid No Hore Hore Daisakusen,"Before the SNES adaptation, Nichibitsu had actually licensed the Heiankyo Alien game in order to create its Kid no Hore Hore Daisakusen series. Although it features hole digging/enemy trapping mechanic, it's hardly the trap-'em-up that Heiankyo Alien is. The real goal of each level is to collect all the items available to exit the level through a door. With the use of other items such as flame throwers and bombs, you could play through the entire game without once trapping an enemy. The game had several sequels, including Booby Kids for the Famicom and Doraemon Meikyū Daisakusen for the PC Engine. The latter was localized and released on the TurboGrafx-16 under the title Cratermaze, with the Doraemon character removed."
2490,40477,Slay the Spire,"Ascend an evil, living tower in the roguelike deck-building game Slay the Spire. Select from hundreds of different cards and powerful ancient relics as you craft a unique deck and fight your way to the top!"
2491,40521,Airtone,"""From an all-star team of industry veterans comes Airtone, the Air Rhythm Action experience that brings true rhythm gaming into the VR scene!

Move your hands to the markers flying towards you, then shake, trace, or pull the controller trigger to catch them in time! Airtone will place you in a powerful musical gaming experience where you'll feel like you're tearing across the skies to the music.

Unravel the storyline in the Room section of the game as you interact with Neon, your android friend in this strange new world. Collect Rhythm Points in the main game to advance the story, and to also unlock goodies like new songs and new room objects, with Neon's actions changing accordingly.

Now let's go - Fly with Neon and uncover the secret of the planet!"""
2492,40868,Die for Valhalla!,"In the land of Vikings a monstrous portal has opened. The Great Old One is plotting to take over the world. Chaos spreads far and wide... and the party's just getting started! Novice Valkyries along with their new mysterious friend set out to save the world. What could possibly go wrong? 
 
Die for Valhalla! is an action RPG where you hack, slash and crush your enemies! Possess and take full control of heroes, monsters and other things to help Vikings save their realm! 
 
You are a Valkyrie, a supernatural maiden bestowed with the ability to possess fallen warriors. You embark on a quest that will lead you through strange lands where Norse Mythology collides with Lovecraftian mythos. Sounds Weird? Well, because it is! 
 
You can play solo or with friends locally (up to 4 players). 
 
Key Features: 
An action-packed hybrid of Roguelike and arcade Beat ‘Em Up. 
Unique Possession gameplay mechanic. 
More than 10 Viking Clans to discover and unlock. 
Each of the 7 Viking Classes comes with unique play styles and combos. 
Over 80 skills to choose from when leveling up your Valkyrie. 
Cute but bloodthirsty creatures will become your companions. 
Play against your friends in Deathmatch and Survival modes. 
And more!"
2493,40968,Original Journey,Join the forces of the Ato as they set off on a journey across the universe to save their planet from a slow death. Find out how far one species is willing to go to save itself in this gorgeous hand drawn action adventure from Bonfire Entertainment.
2494,41025,Somerville,"In the wake of catastrophe you must find the means to make your family whole again. Somerville is a Sci-Fi adventure grounded in the intimate repercussions of large scale conflict.

Immerse yourself in a hand-crafted narrative experience set across a vivid rural landscape. Navigate your way through the perilous terrain ahead of you to unravel the mysteries of Earth's visitors."
2495,41047,Gorn,"GORN is a ludicrously violent VR gladiator simulator, made by Free Lives, the developers of Broforce and Genital Jousting. 
 
Featuring a unique, fully physics driven combat engine, GORN combatants will be able to creatively execute their most violent gladiatorial fantasies in virtual reality. Savagely strike down an infinite supply of poorly-animated opponents with all manner of weapons – from swords, maces, and bows to nunchuks, throwing knives, massive two-handed warhammers or even your blood-soaked bare hands. The only limits to the carnage are your imagination and decency, in the most brutal and savage VR face-smashing game ever produced by man."
2496,41051,Pinball FX3,"Pinball FX3 is the biggest, most community focused pinball game ever created. Multiplayer matchups, user generated tournaments and league play create endless opportunity for pinball competition. 
 
FREE backwards compatibility! Bring your previous Pinball FX2 purchases with you to Pinball FX3 at no charge!"
2497,41058,The Seven Deadly Sins: Knights of Britannia,"Based on the popular manga and anime series The Seven Deadly Sins, The Seven Deadly Sins: Knights of Britannia is the first console video game adaptation of the franchise that brings together its characters for an “action-packed adventure.”"
2498,41061,Death end re;Quest,"A new RPG for the PS4 from Compile Heart, part of their Galapagos RPG project. 
 
The game is about saving someone trapped in a virtual reality MMORPG by both going into the game yourself and trying to figure out what happened outside of the game. Staying in the game to long will have negative affects as you will be corrupted by the games bugs you have been fighting. It has turn-based battles with the option to add genres to the VR game to create more options for yourself in battle."
2499,41592,Back to the Future: The Game - 30th Anniversary Edition,"CELEBRATING THE 30TH ANNIVERSARY OF ONE OF THE MOST BELOVED MOVIES OF ALL TIME Six months after the events of Back to the Future Part III, the DeLorean Time Machine mysteriously returns to Hill Valley-driverless! Now, Marty must go back to 1931 to recruit the help of a reluctant teenage Emmett Brown in order to save 1985's Doc from certain death. Can they repair the rifts of the past without accidentally erasing the future?"
2500,41595,BioShock Infinite: The Complete Edition,"Welcome to the city of Columbia. Floating amongst the clouds, cruising far above sea level, this is a place unlike any you've ever seen. Please enjoy your voyage... 
 
The third game in the popular Bioshock series, BioShock Infinite breaks away from the underwater setting of the first two games to take players into a floating city held aloft by dirigibles. The game is set in 1912. You play as Booker DeWitt, a disgraced former private detective who's picked up a new case. Your goal is to find Elizabeth, a young woman who's gone missing and return her unharmed. The only problem is that she's being kept on this flying city. Columbia was once a symbol of America's success as a nation, floating around the world as a traveling World's Fair, a marvel of human innovation. But strange things have happened since Columbia's unveiling in 1900, and now the city has disappeared into the clouds. DeWitt knows how to find it, but over the years stories have been told about Columbia having unlawful heavy armament and deranged citizenry. Do not expect this to be a pleasure cruise."
2501,41607,The Evil Within - Limited Edition,"While investigating the scene of a gruesome mass murder, Detective Sebastian Castellanos and his partners encounter a mysterious and powerful force. After seeing the slaughter of fellow officers, Sebastian is ambushed and knocked unconscious. When he awakens, he finds himself in a deranged world where hideous creatures wander among the dead. Facing unimaginable terror, and fighting for survival, Sebastian embarks on a frightening journey to unravel what’s behind this evil force."
2502,41609,Forza Horizon 3: Ultimate Edition,"You’re in charge of the Horizon Festival. Customize everything, hire and fire your friends, and explore Australia in over 350 of the world’s greatest cars. Make your Horizon the ultimate celebration of cars, music, and freedom of the open road. How you get there is up to you. 
 
Forza Horizon 3 Ultimate Edition includes the full game of Forza Horizon 3, Early Access, the Forza Horizon 3 Car Pass, VIP Membership and cars, Forza Hub App, and the Motorsport All-Stars Car Pack, which gives you the chance to take 10 of the hottest modern race cars off the track and out on the open road."
2503,41610,Life Is Strange - Limited Edition,"Life Is Strange is a graphic adventure played from a third-person view. The mechanic of rewinding time allows the player to redo any action that has been taken. The player can examine and interact with objects, which enables puzzle solving in the form of fetch quests and making changes to the environment. Items that are collected before time travelling will be kept in the inventory after the fact. 
 
The player can explore various locations in the fictional setting of Arcadia Bay and communicate with non-playable characters. Dialogue exchanges can be rewound while branching options are used for conversation. Once an event is reset, the details provided earlier are permitted to avail themselves in the future. In some instances, choices in dialogue will alter and affect the story through short or long-term consequences. For each one of the choices, something good in the short-term could turn out worse later."
2504,41612,Assassin's Creed: Syndicate - Big Ben Edition,"Assassin's Creed: Syndicate - Big Ben Edition includes: 
 
Exclusive Big Ben Collector's Box. A 30cm-high Jacob's Big Ben Machinery Figurine. Double-sided London Map with street advertising on the back. 
A high quality art book including concept art that inspired the game. 
The official game soundtrack. 
An exclusive FuturPakTM. 
An exclusive numbered Lithography chosen by the fans who pre-order (34x25,5cm). An exclusive premium hip flask. 
Digital Content: Season Pass included. 
 
2 additional single player missions for an extra hour of gameplay: 
The Darwin and Dickens Conspiracy: Embark on two pulse-quickening missions that will take you into the inner sanctums of London's most influential men. Defend Charles Darwin's discoveries from those who would kill to silence him. And help a friend of legendary writer Charles Dickens keep a secret that could get him killed. Runaway Train: As a runaway train thunders through London at top speed, you must find and fix the train's critical flaws before you run out of time - or railway tracks."
2505,41614,DOOM: Collector's Edition,"Created in conjunction with Triforce, the DOOM Collector's Edition includes an exclusive, fully-realized 12"" tall collector's statue of one of DOOM's most iconic demons: the Revenant. Made of high-quality PVC and modeled from actual in-game 3D files, the Revenant stands on an LED-lit base with internal, slow-spinning turbine from the UAC facility on Mars. The DOOM Collector's Edition also includes the highly-anticipated game, packaged in an exclusive metal case."
2506,41615,Call of Duty: Black Ops III - Hardened Edition,"Call of Duty: Black Ops III Hardened Edition Includes: Call of Duty: Black Ops III Game LIMITED EDITION SPECIALIST CONCEPT ART CARDS - Call of Duty: Black Ops III multiplayer introduces the new Specialist character system, allowing players to choose from 9 elite black operations soldiers - each with their own look, personality, and voice. Each Specialist is featured on their own art card that includes exclusive concept art, biography, and a description of their unique weapon and ability. THE GIANT BONUS MAP - Zombies returns in all of its undead glory with ""The Giant,"" a Nazi research facility featuring the weapon-upgrading Pack-a-Punch Machine. Re-live the chaos of Treyarch's classic ""Der Riese"" Zombies map, picking up the Zombies story with Dempsey, Nikolai, Richtofen, and Takeo where Origins left off. COLLECTIBLE STEELBOOK - Limited edition steel game case featuring an exclusive design. IN-GAME BONUS CONTENT: WEAPONIZED 115 - The Weaponized 115 Personalization Pack brings the popular Zombies theme to your favorite Multiplayer weapon. Customize your weapons with the fan favorite Origins-inspired camo, reticle, and animated calling card. IN-GAME BONUS CONTENT: CYBORG - The fan favorite Cyborg Personalization Pack returns in Call of Duty: Black Ops III, fully-loaded with an electrotech-themed weapon skin, uniquely-shaped reticle, and a calling card. OFFICIAL CALL OF DUTY: BLACK OPS III SOUNDTRACK - Upgrade your playlist with a digital copy of the in-game score."
2507,41616,Far Cry 4: Kyrat Edition,"In Far Cry 4, players find themselves in Kyrat, a breathtaking, perilous and wild region of the Himalayas struggling under the regime of a despotic self-appointed king. Using a vast array of weapons, vehicles, and animals, players will write their own story across an exotic open-world landscape. 
 
 
The Far Cry 4 Collector's Edition is the ultimate package. It includes: 
 
• Far Cry 4 Limited Edition game with a set of 3 bonus missions and a harpoon gun 
• 7.9 inch figurine of the villain Pagan Min seated on an elephant throne 
• 16.5x30 inch Pagan Min propaganda poster 
• Travel Journal 
• Map of the Himalayan open-world of Kyrat 
• Exclusive collector's box"
2508,41617,Far Cry Primal: Collector's Edition,"Collectors Edition includes: Legend of the Mammoth digital content, the Blood Shasti Club & 4 enchancement packs, a collectors box, and exclusive Steelbook, a phrasebook a soundtrack and Map of ORDS. The award-winning Far Cry franchise that stormed the tropics and the Himalayas now enters the original fight for humanity's survival with its innovative open-world sandbox gameplay, bringing together massive beasts, breathtaking environments, and unpredictable savage encounters. Welcome to the Stone Age, a time of extreme danger and limitless adventure, when giant mammoths and sabretooth tigers ruled the Earth and humanity is at the bottom of the food chain. As the last survivor of your hunting group, you will learn to craft a deadly arsenal, fend off fierce predators, and outsmart enemy tribes to conquer the land of Oros and become the Apex Predator."
2509,41618,Mirror's Edge Catalyst - Collector's Edition,"In Mirror’s Edge Catalyst, you will experience the rise of Faith, a daring Runner who uncovers a hidden truth within the walls of the city of Glass. Through her journey, Faith will explore every corner of the city, from the highest, most pristine skyscrapers, to the dark and gritty tunnels that lie beneath. 
 
The Mirror's Edge Catalyst Collector's Edition Includes: 
Mirror's Edge Catalyst Game 
Collector's Box 
Mirror's Edge Catalyst SteelBook 
14"" Faith Statue 
Limited Edition Lithograph 
Temporary Tattoos 
Concept Pieces"
2510,41620,Rocket League: Collector's Edition,"Rocket League is futuristic Sports-Action game, in which players are equipped with booster-rigged vehicles that can be crashed into balls for incredible goals or epic saves across multiple, highly-detailed arenas. Using an advanced physics system to simulate realistic interactions, Rocket League relies on mass and momentum to give players a complete sense of intuitive control in this unbelievable, high-octane re-imagining of association football."
2511,41624,Recore: Collector's Edition,"Includes a full game physical disc of ReCore // Hand painted and finished Joule and Mack Premium Statue (14 inches Tall, 6 lbs heavy) // Exclusive metal case // Exclusive Lithograph and Corebot Alphatbet Decoder Dial."
2512,41625,Call of Duty: Infinite Warfare - Legacy Pro Edition,"Infinity Ward, the award-winning studio that helped to create the blockbuster Call of Duty franchise, reaches new heights with Call of Duty: Infinite Warfare. At its core, Infinite Warfare returns to the roots of the franchise where cinematic, immersive storytelling takes centre stage as told through an unfolding large-scale war and epic battles that deliver an authentic Call of Duty experience. 
 
Packing three unique game modes: Campaign, Multiplayer, and Zombies, there is something for every Call of Duty fan. Delivering a rich and engaging narrative in a setting unlike anything to date in a Call of Duty game, the campaign is a return to the franchise’s gritty, military roots throughout gripping environments never before seen in the franchise."
2513,41626,Resident Evil 7: Biohazard - Deluxe Edition,"Resident Evil 7 Biohazard is the the harrowing homecoming of this survivor horror franchise. While Resident Evil 7 draws from the series’ roots of atmospheric survival horror, it also delivers a whole new level of terror. With the RE Engine plus industry leading audio and visual technologies, you experience every abhorrent detail up close and personal in Resident Evil 7. The game is set after the events of Resident Evil 6, taking place in modern day and revolving around a foreboding, derelict plantation mansion in rural America. Players must explore and survive the horrors within the mysterious, sprawling estate. 
 
The Deluxe Edition includes the main game as well as Additional Content 1, 2 and 3 upon their release. 
 
  Add-On Content 1: Four Short Side Stories 
  Add-On Content 2: One Additional Story Episode 
  Add-On Content 3: One Additional Story Episode"
2514,41627,Gears of War 4: Ultimate Edition,"A new saga begins for one of the most acclaimed video game franchises in history. After narrowly escaping an attack on their village, JD Fenix and his friends, Kait and Del, must rescue the ones they love and discover the source of a monstrous new enemy. Includes the base game, a collectible SteelBook® and Season Pass*. Gears of War 4 Ultimate Edition is your gateway to Early Access for Gears of War 4, allowing you play on Friday, October 7 - four days before the game's standard release date. Season Pass includes the exclusive Vintage VIP Pack, one year of unlimited map access, early access to an exclusive VIP playlist and six Gear Packs."
2515,41637,Dark Souls III: Apocalypse Edition,"Prepare to die, again with the third entry in the brutal blockbuster action-RPG franchise. A dark and brooding fantasy adventure awaits players in a vast twisted world full of fearsome beasts, devious traps and hidden secrets. The embers of a once-proud kingdom set the stage for this new adventure. Battle against fearsome enemies and bosses with a variety of weapons and magic through a mysterious land riddled with secrets. 
 
Dark Souls III once again gives gamers the trademark sword and sorcery combat and rewarding action RPG gameplay. Players will travel across a wide variety of locations in an interconnected world of unrelenting challenge and deep RPG gameplay as they search for a way to survive the coming apocalypse."
2516,41642,Little Nightmares: Six Edition,"Immerse yourself in Little Nightmares, a dark whimsical tale that will confront you with your childhood fears as you help Six escape The Maw - a vast, mysterious vessel inhabited by corrupted souls looking for their next meal!"
2517,41644,Deus Ex: Mankind Divided - Steelbook Edition,"Only at GAME Steelbook edition includes: 
- Exclusive Steelbook featuring Adam Jensen 
- Day One Edition game 
 
Secure the Day One Edition of Deus Ex: Mankind Divided to obtain all of the following items: 
- Covert Agent pack 
- Digital OST Sampler 
- Extra in-game mission 
- Digital books"
2518,41645,Deus Ex: Mankind Divided - Collectors Edition,"This Collector's Edition includes: 
 
- Deus Ex: Mankind Divided (Day One Edition) with the steelbook packaging 
- 9"" Adam Jensen figurine 
- Artbook (physical, 48 pages) 
- Prism box packaging"
2519,41812,The Long Reach,"At its heart The Long Reach is an adventure game. Closer inspection also reveals it’s a thrilling horror story, flavoured with sci-fi ideology, psychological context and a skeptical view on the human psyche."
2520,41827,School Girl/Zombie Hunter,"""Let's see, Zombies? Schoolgirls? Guns? Wooden swords? And set in a high school? This all seems dead familiar. What's going on here?!

From the people who brought you Onechanbara,comes a new, upcoming title! School Girl/Zombie Hunter follows the story of five girls caught up in a zombie outbreak (obviously). Trapped within what was once a prestigious school, the girls take up arms as they shoot and bash their way through the zombie hordes.

Now how are a bunch of schoolgirls going to survivor being attacked by zombies you might ask? Well here's the thing, this isn't just any old school. Along side the literary arts they teach military arts as well, and these girls are packing some serious fire power!"""
2521,41828,Fighting EX Layer,"A video game revealed on April fools day, the trick being it was an actual game that had secretly been in development, that has characters from the Street Fighters EX series but no official name was announced at the time."
2522,41839,Final Fantasy XIV: A Realm Reborn - Collector's Edition,"What greatness lies in store for you, adventurer? 
The Collector's Edition contains: The art of Eorzea, The Waning of the Sixth Sun bonus disc, the sounds of Eorzea, one time password, additional security key, 5 exclusive cards and exclusive in-game items!"
2523,41841,World of Final Fantasy: Limited Edition,"The World of Final Fantasy: Limited Edition features the game, special 24-Page Artbook showing off the stunning WORLD OF FINAL FANTASY creative direction, and extra digital bonus content including: Sephiroth summon - White Chocobo Choco-gallop to Grymoire's rescue on this rare, white chocobo. 
 
You can now also play the game with Japanese audio!"
2524,41842,Final Fantasy Type-0 HD: Collector's Edition,"The Collector’s Edition of Final Fantasy TYPE-0 HD comes in a collector’s box and includes: A golden steelbook case featuring illustrations by Yoshitaka Amano, a soundtrack, a 200 page manga, an 80 page art book, five life-size replicas of the cards held by Class Zero's Ace and a demo of Final Fantasy XV Episode Duscae."
2525,41857,Resident Evil 7: Biohazard - Steelbook Edition,"Resident Evil VII biohazard Steelbook Edition includes: 
Survival Pack: Action Set 
- 44 Mag Ammo x4 
- Special Grenade x1 
- Lock Pick x1 
- Solid Fuel x1 
- Gunpowder x1 
- Herb x1 
- Madhouse Mode Unlocked"
2526,41866,Persona 5: Take Your Heart - Premium Edition,"Persona 5 “Take Your Heart” Premium Edition contains: Game, SteelBook Collectible Case, Soundtrack CD, 4"" Morgana Plush, 64-page Hardcover Art Book, School Bag & Collectible Outer Box 
 
The 5th numbered game in the series, created by renowned developers - 
 
A deep and engaging storyline - Each case will take you one step closer to the truth veiled in darkness...What awaits our heroes: glory or ruin? 
 
Unique and interesting dungeons with various tricks and traps await - Overcome various obstacles with graceful Phantom Thief action 
 
A stable of talented voice actors have provided English voice-overs while ATLUS’ celebrated localization team offers an English script that provides a faithful and engaging play experience"
2527,41874,Uncharted 4: A Thief's End Special Edition,"The Special Edition of Uncharted 4: A Thief’s End includes:

- Collector’s SteelBook Case designed by Alexander “That Kid Who Draws” Iaccarino
- 48 Page Hardcover Mini Art Book by Naughty Dog and Dark Horse
- Naughty Dog & Pirate Sigil Sticker Sheet
- Multiplayer Bonuses:
- Multiplayer Outfit – Heist Drake
- Naughty Dog Points – Redeem the points to unlock new multiplayer content and character upgrades.
- Snow Weapon Skin"
2528,41879,Uncharted 4: A Thief's End Libertalia Collector's Edition,"Uncharted 4: A Thief's End is an upcoming American action-adventure video game published by Sony Interactive Entertainment and developed by Naughty Dog exclusively for the PlayStation 4. Initially teased at Spike TV's PS4 launch event on November 14, 2013, a full in-engine trailer confirmed the title during Sony's E3 2014 press conference on June 9, 2014. The game is set to release in 2015.

Several years after the events of Uncharted 3: Drake's Deception, Nathan Drake, who retired as a fortune hunter, will embark on a globe-trotting journey in pursuit of a historical conspiracy behind a fabled pirate treasure. Naughty Dog outlined the game's plot as ""his greatest adventure yet and will test his physical limits, his resolve, and ultimately what he's willing to sacrifice to save the ones he loves"".

The Uncharted 4: A Thief's End Libertalia Collector's Edition includes:
- A 12″ premium Nathan Drake statue by Gentle Giant
- Three multiplayer outfits: Uncharted: Drake’s Fortune, Heist Drake, and Desert Drake outfits
- Two custom weapon skins: Golden Weapon Skin and Desert Weapon Skin
- Henry Avery Sigil ball cap
- Madagascar Sidekick outfits"
2529,41941,Void Source,Classic multi-directional (360°) shoot 'em up. Navigate your UFO through hazardous environments with dangerous enemies and beat huge bosses!
2530,41943,Preta: Vendetta Rising,"Enter the world of Akirion, a once peaceful land on the brink of extinction. Explore the forsaken lands, craft items, raise pets, and defeat pretas with your friends in VR! A hack-and-slash MORPG that puts the action right in front of your eyes."
2531,41947,Canadian Football 2017,"Fast, explosive offensive action, we have it all in our Canadian gridiron simulation title that brings to fans everything they love about how Canucks have been playing the game for more than 100 years. That means 12 players, 3 downs, 20 seconds, and no fair catch eh."
2532,41958,Castle of no Escape,"Explore the mysterious castle full of monsters and secrets in a quest to collect all the treasures (that will also protect you from the curses on your way) and crush the main boss. The game won't let you exit the castle, no matter how you try. Technically you can win, but there is no end."
2533,42693,Final Horizon,Final Horizon is a real-time strategy game by Eiconic Games.
2534,42722,The Legend of Nayuta: Boundless Trails,"Nayuta no Kiseki (Trails of Nayuta) is an action-RPG developed by Nihon Falcom for PlayStation Portable. The game belongs to The Legend of Heroes series of role-playing video games, but is more action-oriented, and is not a mainline entry in the series.

The game also features platforming elements like Ys: The Oath in Felghana. The game was never released outside of Japan but an English fan translation is available.

The game happens in a world called Lost Heaven. The characters' hometown is Remnant Island, an island located in the center of Sciencia Sea, a vast ocean with countless islands. Shooting stars have been continually falling from the sky for some time, leaving much of these piled up on the island. Stones known as ""Star Fragments"" have been discovered in these areas. By shining a light on them in a certain way, people can see the phantom world of Lost Heaven."
2535,42894,Baboon!,"Baboon!® explores a mix of genres, from adventure to platform, dexterity and physics, making it a unique and enjoyable experience: beware, as it's highly addictive and challenging! 
 
Enter exotic worlds filled with Pirate Monkeys, Flying Penguins and endless action-packed challenges. You can use items, interact with dozens of characters to help you in your quest, trade objects in shops, and fight mighty final bosses. 
 
Baboon! features: 
 
✔ More than 60 challenging game levels with different puzzles to solve. 
✔ Seven different worlds to explore. 
✔ Colorful visuals mixing hand drawn illustrations with prerendered 3D graphics. 
✔ Simple controls and easy to understand game mechanics. 
✔ Dozens of different objects to use and interact with. 
✔ 8 different bombs to use with their unique effects. 
✔ An outstanding original soundtrack throughout all the game directed by Hideyuki Fukasawa 
✔ A big crowd of characters with stories to unveil. 
✔ Secrets and trophies to achieve."
